id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
1363,903455030,50,RM,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,Unf,880.0,GasA,Gd,Y,SBrkr,0,1308,0.0,0.0,2,0,2,1,TA,6,Typ,0,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,117,0,0,0,0,4,2008,WD ,11.695247021764184
487,528290030,80,RL,9734,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Rec,384.0,GasA,Ex,Y,SBrkr,0,1374,0.0,0.0,2,1,3,1,Gd,7,Typ,0,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,0,5,2009,WD ,12.025749091398891
1083,528228445,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,1346.0,GasA,Ex,Y,SBrkr,0,1504,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,437.0,TA,TA,Y,156,20,0,0,0,0,0,5,2008,WD ,12.160028707028767
1620,527110130,80,RL,8872,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384.0,GasA,Gd,Y,SBrkr,0,1384,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,1997.0,Fin,2.0,390.0,TA,TA,Y,0,0,0,0,0,0,0,3,2007,WD ,11.992260421644849
1929,535181140,20,RL,12198,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,Unf,1204.0,GasA,TA,Y,SBrkr,0,1411,0.0,0.0,1,0,3,1,TA,7,Typ,1,Attchd,1955.0,RFn,1.0,310.0,TA,TA,Y,278,82,0,0,0,0,0,6,2007,COD,11.77528972943772
1820,532354010,20,RL,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,970.0,GasA,TA,Y,SBrkr,0,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,0,7,2007,WD ,11.794337924408413
1398,905300020,80,RL,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,Unf,864.0,GasA,Ex,Y,SBrkr,0,904,0.0,0.0,1,0,3,1,Gd,5,Typ,0,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,0,0,0,0,6,2008,WD ,11.877568578558138
2177,908152180,90,RL,9555,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,GasA,TA,Y,SBrkr,0,2233,0.0,0.0,2,1,5,2,TA,11,Typ,0,Attchd,1979.0,Fin,2.0,579.0,TA,Gd,Y,0,0,0,0,0,0,0,2,2007,WD ,11.856515169360305
2144,907227100,20,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,8,1972,2006,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,385.0,GasA,Gd,Y,SBrkr,0,875,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Detchd,1975.0,Unf,2.0,728.0,TA,TA,Y,352,0,0,0,0,0,0,10,2007,WD ,11.669929213779893
2697,903456090,190,RM,6780,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,Unf,520.0,GasA,Gd,N,SBrkr,234,754,1.0,0.0,1,0,2,1,TA,5,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,53,0,0,0,0,0,0,6,2006,WD ,11.344506813345266
1403,905401060,20,RL,53227,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,1364.0,GasA,Ex,Y,SBrkr,0,1663,1.0,0.0,1,0,2,1,Gd,6,Min1,2,Attchd,1954.0,Fin,2.0,529.0,TA,TA,Y,224,137,0,0,0,0,0,3,2008,WD ,12.4529327234617
596,534226120,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,925.0,GasA,Ex,Y,SBrkr,0,925,0.0,1.0,1,0,2,1,TA,5,Typ,0,Detchd,1965.0,Unf,1.0,429.0,TA,TA,Y,0,0,0,0,0,0,0,7,2009,WD ,11.67419361256635
922,909276200,50,RL,9600,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,728.0,GasA,Ex,Y,SBrkr,0,1308,1.0,0.0,1,1,2,1,TA,7,Min2,2,Detchd,1940.0,Unf,1.0,256.0,TA,TA,Y,0,70,0,0,0,0,0,6,2009,WD ,11.982929094215963
2065,905201080,20,RL,14175,Pave,Reg,Bnk,AllPub,Inside,Mod,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,1998,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,1240.0,GasA,Gd,Y,SBrkr,0,1375,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,1956.0,Unf,1.0,323.0,TA,TA,Y,0,0,0,0,0,0,0,12,2007,WD ,12.138863895836725
1710,528166150,60,RL,14277,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1317.0,GasA,Ex,Y,SBrkr,0,2385,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2003.0,Fin,3.0,818.0,TA,TA,Y,192,228,0,0,0,0,0,1,2007,WD ,12.765688433465597
1034,527401130,90,RL,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Unf,Unf,896.0,GasA,TA,Y,SBrkr,0,1792,0.0,0.0,2,2,4,2,TA,8,Typ,0,Detchd,1982.0,Unf,2.0,480.0,TA,TA,Y,0,45,0,0,0,0,0,6,2008,WD ,11.79810440720389
1057,528110110,20,RL,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,BLQ,2418.0,GasA,Ex,Y,SBrkr,0,2464,1.0,0.0,2,1,4,1,Ex,9,Typ,1,Attchd,2007.0,Fin,3.0,650.0,TA,TA,Y,358,78,0,0,0,0,0,8,2008,WD ,12.942039823273047
470,528228295,120,RL,3635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,1386.0,GasA,Ex,Y,SBrkr,0,1569,0.0,1.0,2,0,1,1,Gd,7,Typ,1,Attchd,2007.0,RFn,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,0,5,2009,WD ,12.077670930725649
819,906340100,20,RL,10933,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1555.0,GasA,Ex,Y,SBrkr,0,1680,1.0,0.0,1,1,1,1,Ex,8,Typ,1,Attchd,2009.0,Fin,3.0,1138.0,TA,TA,Y,185,24,0,0,0,0,0,7,2009,New,12.686218418914901
2160,907405130,20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1337.0,GasA,Ex,Y,SBrkr,0,1337,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2003.0,RFn,2.0,531.0,TA,TA,Y,0,39,0,0,0,0,0,10,2007,WD ,12.128111104060462
2552,534430050,30,RL,8550,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,1,Attchd,1949.0,Unf,1.0,240.0,TA,TA,Y,228,0,40,0,0,0,0,7,2006,WD ,11.773750083252127
41,528120100,20,RL,12182,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,Unf,1541.0,GasA,Ex,Y,SBrkr,0,1541,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0,70,0,0,0,0,0,5,2010,New,12.301382825334498
742,903231030,50,RM,6120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,884.0,GasA,Ex,Y,SBrkr,0,1573,0.0,0.0,1,0,3,1,Gd,6,Typ,0,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0,0,54,0,120,0,0,7,2009,WD ,11.79810440720389
686,535454100,50,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,832.0,GasA,TA,Y,FuseF,0,1461,0.0,0.0,2,0,4,1,TA,6,Typ,0,Detchd,1949.0,Unf,1.0,384.0,TA,TA,Y,0,204,0,0,0,0,0,8,2009,WD ,11.801856756822442
314,914478110,90,RL,12760,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1958.0,GasA,TA,Y,SBrkr,0,2048,0.0,0.0,3,0,5,2,TA,9,Typ,0,2Types,1976.0,Unf,2.0,776.0,TA,TA,Y,0,0,0,0,0,0,0,3,2010,ConLD,12.043553716032399
1630,527165170,60,RL,7655,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,903.0,GasA,Gd,Y,SBrkr,0,1642,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1993.0,RFn,2.0,392.0,TA,TA,Y,290,84,0,0,0,0,0,7,2007,WD ,12.031719258385396
191,902403070,70,RM,10560,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,Unf,738.0,GasA,Ex,Y,SBrkr,0,1470,0.0,0.0,1,1,2,1,TA,6,Min1,0,Detchd,1970.0,Unf,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD ,11.854740546001937
1626,527162140,60,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,938.0,GasA,Ex,Y,SBrkr,0,2299,0.0,0.0,3,1,5,1,TA,7,Typ,1,Attchd,1999.0,Fin,2.0,482.0,TA,TA,Y,188,30,0,0,0,0,0,8,2007,WD ,12.225875272826354
59,528292020,60,RL,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,884.0,GasA,Ex,Y,SBrkr,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2001.0,Fin,2.0,434.0,TA,TA,Y,144,48,0,0,0,0,0,5,2010,WD ,12.312682380588432
2632,535478010,85,RL,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,925.0,GasA,TA,Y,SBrkr,0,999,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,1.0,300.0,TA,TA,Y,150,72,0,0,0,0,0,5,2006,WD ,11.809319478024031
1835,533205110,120,FV,4379,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1378.0,GasA,Ex,Y,SBrkr,0,1378,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,2004.0,Fin,2.0,540.0,TA,TA,Y,160,56,0,0,0,0,0,7,2007,WD ,12.273731294003989
2675,903229040,190,RM,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,793.0,GasA,TA,Y,SBrkr,0,1118,1.0,0.0,1,0,3,1,TA,5,Typ,1,Detchd,1939.0,Unf,2.0,410.0,TA,TA,Y,0,0,0,0,271,0,0,5,2006,WD ,11.694413341015606
1503,908201120,90,RL,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1440.0,GasA,TA,N,FuseF,0,1440,0.0,0.0,2,0,4,2,Fa,8,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,0,9,2008,WD ,11.678439903447801
1963,535452060,20,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1010.0,GasA,Ex,Y,SBrkr,0,1134,0.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1960.0,RFn,1.0,254.0,TA,TA,Y,0,16,0,0,0,0,0,4,2007,WD ,11.813030057420567
1352,903400180,50,RL,13053,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,833.0,GasA,Gd,Y,SBrkr,0,1848,0.0,0.0,1,1,4,1,Gd,8,Typ,1,Detchd,1922.0,Unf,2.0,370.0,TA,TA,N,0,0,0,0,220,0,0,6,2008,WD ,12.240474072247506
1519,909175100,50,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,1181.0,GasA,Fa,Y,SBrkr,0,1694,0.0,0.0,2,0,4,1,TA,7,Typ,1,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,0,0,0,6,2008,WD ,11.824079893607152
1305,902205140,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,901.0,GasA,Ex,Y,SBrkr,0,901,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1954.0,Unf,1.0,281.0,Fa,TA,Y,0,0,0,0,0,0,0,8,2008,WD ,11.588960151246226
2014,903231090,50,RM,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,861.0,GasA,Gd,Y,SBrkr,0,1409,1.0,0.0,1,1,3,1,TA,6,Typ,1,Detchd,1968.0,Unf,2.0,528.0,TA,TA,Y,225,0,84,0,0,0,0,3,2007,WD ,11.744037185933616
1,526301100,20,RL,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,Unf,1080.0,GasA,Fa,Y,SBrkr,0,1656,1.0,0.0,1,0,3,1,TA,7,Typ,2,Attchd,1960.0,Fin,2.0,528.0,TA,TA,P,210,62,0,0,0,0,0,5,2010,WD ,12.2783933071098
1052,528102110,60,RL,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,1682.0,GasA,Ex,Y,SBrkr,0,2332,1.0,0.0,2,1,3,1,Ex,9,Typ,1,BuiltIn,2008.0,Fin,3.0,846.0,TA,TA,Y,196,134,0,0,0,0,0,8,2008,New,12.962194625251508
622,534478230,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,1113.0,GasA,Gd,Y,SBrkr,0,1113,0.0,0.0,1,0,3,1,Gd,5,Typ,1,Attchd,1950.0,Unf,1.0,264.0,TA,TA,Y,0,80,120,0,0,0,0,7,2009,WD ,11.898187865760873
913,909251050,30,RL,8574,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,816.0,GasA,Ex,Y,SBrkr,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Detchd,1916.0,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,0,0,10,2009,WD ,11.901583454762012
1058,528114040,20,RL,14418,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,480.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1950.0,GasA,Ex,Y,SBrkr,0,1950,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Attchd,2007.0,Fin,3.0,706.0,TA,TA,Y,156,207,0,0,0,0,0,5,2008,WD ,12.855790268162783
2348,527354040,20,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1845.0,GasA,Gd,Y,SBrkr,0,1872,0.0,1.0,2,0,3,1,TA,6,Typ,1,Attchd,1988.0,Fin,2.0,604.0,TA,TA,Y,197,39,0,0,0,0,0,6,2006,WD ,12.394624752074764
1527,909252220,50,RL,15564,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,Unf,676.0,GasA,Ex,Y,SBrkr,0,1264,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,424,0,0,0,0,0,400,1,2008,WD ,11.901583454762012
1011,527208010,60,RL,13543,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,130.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1168.0,GasA,Ex,Y,SBrkr,0,2500,0.0,0.0,3,1,5,1,Ex,9,Typ,1,BuiltIn,2005.0,Fin,3.0,683.0,TA,TA,Y,192,32,0,0,0,0,0,7,2008,WD ,12.779873068457553
1332,903225050,45,RM,6130,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,784.0,GasA,Gd,Y,SBrkr,0,784,1.0,0.0,1,0,2,1,Gd,5,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,Y,0,0,116,0,0,0,0,5,2008,WD ,11.603679828238693
709,902205010,30,RM,5925,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,NA,NA,NA,NA,NA,0.0,GasA,Fa,N,FuseA,0,612,0.0,0.0,1,0,1,1,TA,4,Typ,0,Detchd,1965.0,Unf,1.0,308.0,TA,Fa,N,0,0,25,0,0,0,0,10,2009,WD ,10.714417768752456
209,904100140,70,RL,24090,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,1032.0,GasA,Ex,Y,SBrkr,0,2403,0.0,0.0,2,0,4,1,TA,10,Typ,2,Attchd,1940.0,Unf,1.0,349.0,TA,TA,Y,56,0,318,0,0,0,0,6,2010,COD,12.406561506279576
619,534476150,20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,1416.0,GasA,TA,Y,SBrkr,0,1644,1.0,0.0,1,0,3,1,TA,7,Typ,2,Attchd,1953.0,Fin,2.0,418.0,TA,TA,Y,110,0,0,0,0,0,0,10,2009,WD ,12.025749091398891
2150,907262020,60,RL,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,860.0,GasA,Ex,Y,SBrkr,0,1729,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2002.0,Fin,2.0,542.0,TA,TA,Y,386,63,0,0,0,0,0,8,2007,WD ,12.206072645530174
2704,904302020,30,RL,5220,Pave,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,830.0,GasA,Gd,Y,SBrkr,0,879,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1936.0,Unf,1.0,180.0,TA,TA,P,0,108,0,0,0,0,0,1,2006,WD ,11.289781913656018
2839,908275220,20,RL,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,864.0,GasA,TA,Y,SBrkr,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1957.0,Unf,2.0,572.0,TA,TA,N,0,0,0,0,0,0,0,4,2006,WD ,11.652687407345388
1242,535178060,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,1196.0,GasA,Gd,Y,FuseA,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0,44,0,0,0,0,0,5,2008,WD ,11.842229212112828
